transaction_id,customer_id,policy_id,investment_id,transaction_type,amount,transaction_date,payment_method,status,reference_number
TXN-000763,CUS-0161,,INV-00096,Investment Purchase,66487.65,2021-09-04,Credit Card,Completed,REF-51300844
TXN-000764,CUS-0025,POL-00044,,Premium Payment,300.83,2020-03-03,EFT,Completed,REF-86680961
TXN-000765,CUS-0108,POL-00201,,Premium Payment,50.55,2023-12-29,Wire,Completed,REF-78509660
TXN-000766,CUS-0004,POL-00006,,Premium Payment,869.28,2021-04-22,Wire,Completed,REF-69602309
TXN-000767,CUS-0035,POL-00066,,Premium Payment,6357.24,2023-02-27,Cheque,Pending,REF-71275566
TXN-000768,CUS-0145,POL-00281,,Premium Payment,230.16,2023-08-17,Credit Card,Pending,REF-21774497
TXN-000769,CUS-0189,POL-00367,,Premium Payment,1431.36,2023-06-30,EFT,Completed,REF-40996935
TXN-000770,CUS-0062,,INV-00215,Dividend,3371.63,2022-01-03,Credit Card,Completed,REF-71414425
TXN-000771,CUS-0134,POL-00256,,Claim Payout,4348.02,2025-03-07,EFT,Reversed,REF-89971987
TXN-000772,CUS-0114,POL-00216,,Premium Payment,4805.76,2021-01-07,Credit Card,Pending,REF-40286199
TXN-000773,CUS-0141,,INV-00004,Investment Redemption,9456.16,2024-11-02,Credit Card,Completed,REF-23284153
TXN-000774,CUS-0156,,INV-00088,Investment Purchase,7684.99,2025-11-18,Wire,Completed,REF-10573904
TXN-000775,CUS-0145,,INV-00049,Investment Purchase,43939.75,2021-04-04,Credit Card,Completed,REF-81877693
TXN-000776,CUS-0141,POL-00271,,Claim Payout,36651.34,2023-07-05,Wire,Completed,REF-73142083
TXN-000777,CUS-0177,POL-00343,,Premium Payment,7782.72,2024-04-12,EFT,Completed,REF-16757047
TXN-000778,CUS-0198,,INV-00174,Investment Redemption,45899.81,2025-05-14,Credit Card,Completed,REF-19015235
TXN-000779,CUS-0097,,INV-00080,Investment Purchase,51343.51,2025-05-18,Cheque,Pending,REF-54519864
TXN-000780,CUS-0080,,INV-00028,Dividend,3303.91,2025-10-05,Wire,Completed,REF-31812203
TXN-000781,CUS-0046,POL-00083,,Premium Payment,379.77,2023-04-21,Credit Card,Completed,REF-28155669
TXN-000782,CUS-0040,,INV-00031,Investment Purchase,25944.24,2023-02-10,Cheque,Completed,REF-97890289
TXN-000783,CUS-0034,POL-00064,,Premium Payment,841.92,2020-09-27,Cheque,Completed,REF-87480448
TXN-000784,CUS-0051,,INV-00006,Investment Purchase,67639.5,2020-02-23,Credit Card,Completed,REF-16805868
TXN-000785,CUS-0183,POL-00356,,Premium Payment,161.67,2022-06-16,Credit Card,Pending,REF-68909058
TXN-000786,CUS-0033,POL-00062,,Claim Payout,9057.32,2022-09-25,Credit Card,Completed,REF-15560483
TXN-000787,CUS-0195,,,Fee,74.01,2021-01-18,EFT,Completed,REF-64647821
TXN-000788,CUS-0051,POL-00091,,Premium Payment,3937.44,2020-08-23,Credit Card,Completed,REF-69051822
TXN-000789,CUS-0092,POL-00173,,Claim Payout,45203.12,2021-01-28,Credit Card,Completed,REF-27719312
TXN-000790,CUS-0176,,INV-00012,Investment Redemption,32762.18,2021-01-02,EFT,Completed,REF-73038907
TXN-000791,CUS-0156,POL-00303,,Premium Payment,5980.44,2021-10-13,Credit Card,Completed,REF-26016420
TXN-000792,CUS-0008,,INV-00135,Dividend,1277.31,2026-01-25,EFT,Pending,REF-93226902
TXN-000793,CUS-0042,POL-00075,,Claim Payout,28590.71,2022-04-11,Wire,Failed,REF-75343616
TXN-000794,CUS-0015,POL-00026,,Premium Payment,22.49,2024-07-20,Cheque,Completed,REF-66060603
TXN-000795,CUS-0101,,,Fee,235.65,2020-06-15,Wire,Completed,REF-30531509
TXN-000796,CUS-0132,POL-00253,,Premium Payment,107.28,2024-01-22,Cheque,Completed,REF-88009158
TXN-000797,CUS-0196,POL-00382,,Premium Payment,43.34,2023-05-15,Wire,Completed,REF-67912960
TXN-000798,CUS-0051,POL-00091,,Claim Payout,14915.93,2022-02-11,Wire,Completed,REF-56142700
TXN-000799,CUS-0166,POL-00324,,Premium Payment,585.48,2021-11-16,Credit Card,Completed,REF-32675186
TXN-000800,CUS-0112,POL-00213,,Claim Payout,14763.19,2020-12-28,Credit Card,Completed,REF-44323019
